Link Text,URL
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Family Readiness,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/
Fleet Family Support,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Family-Readiness/Fleet-Family-Support/
Fleet and Family Support Program (FFSP),https://ffr.cnic.navy.mil/Family-Readiness/Fleet-And-Family-Support-Program/
Education Counselor Fleet Engagement Teams,https://www.navycollege.navy.mil/sailors/fleet-engagement.htm
MC,https://www.cool.osd.mil/usn/moc/index.html?moc=mc&tab=overview
PAO,https://www.cool.osd.mil/usn/moc/index.html?moc=odc165x&tab=overview
Outreach Links,https://www.outreach.navy.mil/OutreachLinks/
"Fleet Training, Management, and Planning System",https://ntmpsweb.dc3n.navy.mil/Fltmps/
Force Connect,https://locker.private.navyreserve.navy.mil/forceconnect/#home
How to Subscribe to Text Messaging,https://www.navyreserve.navy.mil/Portals/35/How%20to%20Subscribe%20to%20Text%20Messaging.pdf
Navy Reserve Announces New Email Delivery Application for the Force,https://www.navyreserve.navy.mil/News/Article-View-News/Article/2368597/navy-reserve-announces-new-email-delivery-application-for-the-force/
DHA Forms,https://www.health.mil/Reference-Center/Forms?refVector=000001000000000&refSrc=133
DoN Issuances,https://www.secnav.navy.mil/doni/default.aspx
DoD Issuances,https://www.esd.whs.mil/DD/DoD-Issuances/
DoD Forms Management Program Website,https://www.esd.whs.mil/Directives/forms/
NAVPERS Forms,https://www.mynavyhr.navy.mil/References/Forms/NAVPERS/
Funeral Honors Details,https://www.cnic.navy.mil/Operations-and-Management/Base-Support/Command-and-Staff/Casualty-Assistance/Funeral-Honors/
Navy Reserve Center (NRC),https://nrh.navyreserve.navy.mil/map
DD 214/Discharge Documents Requests,https://www.archives.gov/veterans/military-service-records/#emergency
Arlington National Cemetery,https://www.arlingtoncemetery.mil/
Burial at Sea,https://www.mynavyhr.navy.mil/Support-Services/Casualty/Mortuary-Services/Burial-at-Sea/
Gamechanger,https://gamechanger.advana.data.mil/
Gamechager Factsheet 2024,https://www.dla.mil/Portals/104/Documents/DLMS/Summit/Resources/GAMECHANGER_Slick%20Sheet_2024.pdf
GAMECHANGER: Where policy meets AI,https://www.dia.mil/News-Features/Articles/Article-View/Article/2926343/gamechanger-where-policy-meets-ai/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Education,https://www.mynavyhr.navy.mil/Career-Management/Education/
GI Bill,https://www.mynavyhr.navy.mil/Career-Management/Education/GI-Bill/
DoD 411,https://dod411.gds.disa.mil/
DoD Cyber Exchange,https://public.cyber.mil/pki-pke/about/
DEAS Account Password Reset Tool,https://public.sites.ccpo.ecs.mil/deas-admin-center/password-self-service/
How to send encrypted emails using DOD-411,https://www.mynavyhr.navy.mil/Portals/55/Support/MNCC/DOD411%20user%20guide.pdf?ver=0k7vGwlzukKSM7vQ5o1CgQ%3d%3d
Government Travel Charge Card Program (GTCC),https://www.travel.dod.mil/Programs/Government-Travel-Charge-Card/
Government Travel Charge Card (GTCC) used in support of a Permanent Change of Station (PCS) travel,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2022/NAV22291.txt?ver=TmE0iWJgvtvrDr8xhSl3Bg%3d%3d
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Enlisted Career Admin,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted-Career-Admin/
High Year Tenure,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted-Career-Admin/High-Year-Tenure/
High-Year Tenure Plus Indefinite Extension Fact Sheet,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/FACT_SHEETS/Fact_Sheet_NAV_277_23.pdf?ver=Lu3iiNI1Sq2bvPqOodmUUg%3d%3d
NAVADMIN 277/23,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23277.txt?ver=NhANfDPuNb2RTARGubq3gQ%3d%3d
Naval History and Heritage Command,https://www.history.navy.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Pers-44 Staff-RL,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Pers-44-Staff-RL/
Human Resources,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Pers-44-Staff-RL/Human-Resources/
Guide,https://www.mynavyhr.navy.mil/Portals/55/Career/Detailing/Officer/HR/Links/HR-RCOfficerGuideNov2013.pdf?ver=OzfKSIZjWq2m_5CSflca0g%3d%3d
RAPIDS SITE LOCATOR,https://idco.dmdc.osd.mil/idco/
"RESPERSMAN 1570-010 CH-11, 22 Nov 2017",https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/1500%20Inactive%20Duty%20Training%20Annual%20Training/1570-010%20Inactive%20Duty%20Training%20Administration.pdf?ver=YOMoIJxF56BNXVznhwc0zQ%3d%3d
System Authorization Access Request Navy (SAAR),https://www.esd.whs.mil/portals/54/documents/dd/forms/dd/dd2875.pdf
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Reserve Personnel Mgmt,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/
IRR,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/IRR/
ITP (Individual Training Plan),https://bridge.nrdw.navyreserve.navy.mil/bridgeleadership/
Juliett,https://en.wikipedia.org/wiki/Allied_military_phonetic_spelling_alphabets#U.S._Navy_radiotelephony_spelling_alphabet
Reserve Force Manpower Tools (RFMT),https://rfmt.private.navyreserve.navy.mil/
JOAPPLY,https://rfmt.private.navyreserve.navy.mil/
Joint Knowledge Online (JKO),https://jkodirect.jten.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Officer,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/
Joint,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Joint/
Joint Quals,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Joint/Joint-Quals/
Joint Qualification System (JQS),https://dhramission.servicenowservices.mil/jqs
Joint Service Transcript,https://jst.doded.mil
Navy College Program,https://www.navycollege.navy.mil
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Officer,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/
Joint,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Joint/
JPME,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Officer/Joint/JPME/
JAG,https://www.jag.navy.mil
LN,https://www.cool.osd.mil/usn/moc/index.html?moc=ln&tab=overview
Senior Officer Leadership Course (SOLC),https://app.prod.cetars.training.navy.mil/cantrac/vol2.html
Reserve Intermediate Leadership Course (RILC),https://app.prod.cetars.training.navy.mil/cantrac/vol2.html
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Community Management,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/
Officer,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/
Active OCM,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/Active-OCM/
LDO CWO,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/Active-OCM/LDO-CWO/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Boards,https://www.mynavyhr.navy.mil/Career-Management/Boards/
Administrative,https://www.mynavyhr.navy.mil/Career-Management/Boards/Administrative/
LDO/CWO,https://www.mynavyhr.navy.mil/Career-Management/Boards/Administrative/LDO-CWO/
JAG,https://www.jag.navy.mil
LN,https://www.cool.osd.mil/usn/moc/index.html?moc=ln&tab=overview
Reserve Legal,https://private.navyreserve.navy.mil/ReservistToolbox/Pages/Legal.aspx
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
References,https://www.mynavyhr.navy.mil/References/
Pay & Benefits,https://www.mynavyhr.navy.mil/References/Pay-Benefits/
MyPay,https://mypay.dfas.mil/#/
Reserve Pay Advocacy Team (RPAT),https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N11/SitePages/Home.aspx
NAVPERS Form 1336/3,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1336-3_Rev10-11.pdf
Naval History and Heritage Command,https://www.history.navy.mil/research/library.html/?utm_source=mynavyhr
Reference Library,https://www.mynavyhr.navy.mil/References/
Naval Register,https://www.bol.navy.mil/
Selection Boards Information,https://www.mynavyhr.navy.mil/Career-Management/Boards/
Reserve Officer Promotion Selection Boards,https://www.mynavyhr.navy.mil/Career-Management/Boards/Reserve-Officer/
In Zone Determination,https://web.archive.org/web/20180820085010/https://www.public.navy.mil/bupers-npc/boards/generalboardinfo/Documents/HowCanITellIfIAmGoingToBeIn.doc
FY-13 NAVADMIN Message,https://web.archive.org/web/20180827014018/http://www.public.navy.mil/bupers-npc/reference/messages/Documents/NAVADMINS/NAV2011/NAV11379.txt
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
"Preparing, Maintaining, and submitting the ship’s Deck Log",https://www.secnav.navy.mil/doni/Directives/03000%20Naval%20Operations%20and%20Readiness/03-100%20Naval%20Operations%20Support/3100.7C.pdf
Single Mobility System (SMS),https://sms.transport.mil/
Defense Homeland and Readiness Training (DHART),https://dhart.army.mil/Default.aspx
NSIPS,https://www.nsips.cloud.navy.mil
Manpower Availability Status (MAS) Code,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/6000%20General%20Administration/6000-010%20Selected%20Reserve%20Medical.pdf?ver=m08IzYXph-MYIvktN63cZw%3d%3d
RESPERSMAN 3060-010,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/3000%20Operations%20and%20Readiness/3060-010%20Manpower%20Availability%20Status%20Codes.pdf?ver=392H6u6mmgM84qK_J88tkg%3d%3d
(ePHA),https://eha.health.mil/EHA
Old Link,https://data.nmcphc.med.navy.mil/eha
Individual Medical Readiness,https://www.bol.navy.mil/
Medical Readiness Reporting System,https://mrrs-cloud.dc3n.navy.mil/mrrs/secure/welcome.m
Old,https://mrrs.dc3n.navy.mil/mrrs/process/login.m
(eHA),https://eha.health.mil/EHA
Old Link,https://data.nmcphc.med.navy.mil/eha
Quick Reference Guide,https://data.nmcphc.med.navy.mil/edha//PDF_Source/User%20Guide%20Trifold%20-%20January%202017.pdf
Deployment Health Assessment,https://www.med.navy.mil/Navy-Marine-Corps-Public-Health-Center/Population-Health/Epi-Data-Center/Deployment-Health-Assessments/
Tricare,https://www.tricare.mil/
DS Logon,https://myaccess.dmdc.osd.mil/identitymanagement/app/login
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Community Management,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/
Officer,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/
Reserve OCM,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/Reserve-OCM/
Selected Reservists,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/Reserve-OCM/Selected-Reservists/
RC Medical,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Officer/Reserve-OCM/Selected-Reservists/RC-Medical/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Community Management,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/
Enlisted,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted/
Medical,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted/Medical/
Centralized Credentials Quality Assurance System (CCQAS),https://ccqas.csd.disa.mil/
CCQAS Factsheet,https://www.health.mil/Reference-Center/Fact-Sheets/2020/07/14/CCQAS-Fact-Sheet-FEB
ENLISTED,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted/Medical/
Guide: Interpreting a Community Health Chart,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/Interpreting%20Community%20Health%20Charts.pdf?ver=IFrcX3-s0GOaifyLMCJJpQ%3d%3d
Fundamentals Of Critical Care Support Course Enhances the Skills Of Navy Medical Personnel,https://www.centcom.mil/ABOUT-US/HISTORY/videoid/928928/dvpTag/doctor/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
Culture & Resilience,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/
Leaders Toolkit,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Leaders-Toolkit/
Mental Health Playbook,https://www.mynavyhr.navy.mil/Support-Services/Culture-Resilience/Leaders-Toolkit/Mental-Health-Playbook/
Navy’s Mental Health Playbook,https://www.mynavyhr.navy.mil/Portals/55/Support/Culture%20Resilience/Leaders_Toolkit/Mental%20Health%20Playbook%20July%202023%20Update.pdf
NAVADMIN 166/23,https://www.mynavyhr.navy.mil/Portals/55/Messages/NAVADMIN/NAV2023/NAV23166.txt
Mental Health | Military OneSource,https://www.militaryonesource.mil/health-wellness/mental-health/
Navy Reserve CareerCompass,https://private.navyreserve.navy.mil/coi/mentorship/Pages/home.aspx
Career Compass Resource Center,https://www.navfac.navy.mil/Careers/Career-Compass-Workforce-Development/Career-Compass-Resource-Center/
Handbook,https://private.navyreserve.navy.mil/coi/mentorship/Training%20Resources/Navy%20Reserve%20Mentorship%20Handbook%2031May16.pdf
NRC Locations,https://nrh.navyreserve.navy.mil/map
NRRM,https://nrrm.nrre.navy.mil/
ESGR,https://esgr.mil/
RFMT,https://rfmt.private.navyreserve.navy.mil/
APPLY,https://rfmt.private.navyreserve.navy.mil/
JOAPPLY,https://rfmt.private.navyreserve.navy.mil/
BUPERS Online,https://www.bol.navy.mil/
NROWS,https://nrows.dc3n.navy.mil/nrows
MyNavy Assignment (MNA),https://mynavyassignment.dc3n.navy.mil/
NSIPS,https://www.nsips.cloud.navy.mil
BOARDS,https://www.mynavyhr.navy.mil/Career-Management/Boards/
APPLY Boards,https://rfmt.private.navyreserve.navy.mil/
Selection Board,https://www.mynavyhr.navy.mil/Career-Management/Boards/
Record maintenance,https://www.mynavyhr.navy.mil/Career-Management/Records-Management/
AQD,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/NOBC-AQD/
NOBC,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/Officers/NOBC-AQD/
Handbook,https://private.navyreserve.navy.mil/coi/mentorship/Training%20Resources/Navy%20Reserve%20Mentorship%20Handbook%2031May16.pdf
NavalX,https://www.secnav.navy.mil/agility/Pages/default.aspx
Smart RUAD,https://nrrm.nrre.navy.mil/
Reserve Unit Assignment Document (RUAD) RESPERSMAN 1000-010,https://www.navyreserve.navy.mil/Portals/35/Documents/RESPERMAN/1000%20Reserve%20Military%20Personnel/1000-010%20RUAD%20MANAGEMENT.pdf?ver=0EvJVMpXNCD8ZfCe_Yf8Bw%3d%3d
MHS GENESIS Patient Portal,https://patientportal.mhsgenesis.health.mil/?utm_source=mnp%20public
MHS GENESIS Patient Portal,https://madigan.tricare.mil/Getting-Care/MHS-GENESIS-Your-Health-Electronic-Record
Citrix Workspace,https://access.mhsgenesis.health.mil
download Citrix Workspace,https://receiver.mhsgenesis.health.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Performance Evaluation,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/
MidTerm_Counseling,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/MidTerm_Counseling/
Mid-Term Counseling,https://www.mynavyhr.navy.mil/Career-Management/Performance-Evaluation/MidTerm_Counseling/
Completing the Military Individual Development Plan,https://www.dvidshub.net/video/831160/mid-term-counseling-refocus-module-4-completing-military-individual-development-plan-idp
milConnect,https://milconnect.dmdc.osd.mil/milconnect/
DEERS,https://tricare.mil/deers
milConnect,https://www.youtube.com/@milConnect
Military Child Care,https://public.militarychildcare.csd.disa.mil/mccu/ui/#/?utm_source=mnp%20public
Military OneSource,https://www.militaryonesource.mil/
Military Spouses Residency Relief Act (MSRRA),https://militarybenefits.info/military-spouse-act-residency-relief-msrra/
Military One Source,https://www.militaryonesource.mil/
PDF,https://download.militaryonesource.mil/12038/MOS/Misc%20Files/MilSpouseResReliefAct.pdf
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Augmentation,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/
IA Guidance,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/IA-Guidance/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Augmentation,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/
IA Guidance,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/IA-Guidance/
Mobilization Law Policy,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/IA-Guidance/Mobilization-Law-Policy/
Mobilization FAQs,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/461-Mob-Order-Writing/Mobilization-FAQs/
Ready Reserve Screening Questionnaire,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1001-3_Rev05-04.pdf?ver=PBoiHvEY0vO3xFg7_2kOsQ%3d%3d
NAVPERS 1001/3 Rev 05-04,https://www.mynavyhr.navy.mil/Portals/55/Reference/Forms/NAVPERS/NAVPERS_1001-3_Rev05-04.pdf?ver=PBoiHvEY0vO3xFg7_2kOsQ%3d%3d
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
Augmentation,https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/
Individual Augmentee,https://www.usff.navy.mil/ia/
"REDCOM FW Successfully Executes LACMOB, Certifies as a Navy Mobilization Processing Site",https://www.navy.mil/Press-Office/News-Stories/Article/2954965/redcom-fw-successfully-executes-lacmob-certifies-as-a-navy-mobilization-process/
Fleet And Family Support Program,https://www.cnic.navy.mil/ffr/family_readiness/fleet_and_family_support_program.html
Augmentation Management Division (PERS-46),https://www.mynavyhr.navy.mil/Career-Management/Detailing/Augmentation/
Isolated Personnel Report (ISOPREP),https://prmsglobal.prms.af.mil/prmsconv/ProFile/PROFile
ECRC (Expeditionary Combat Readiness Center),https://www.usff.navy.mil/Organization/Headquarters/Individual-Augmentees/IA-Train-and-Equip/
Source,https://www.navyreserve.navy.mil/News/Article-View-News/Article/3603857/navy-reserve-launches-mobilization-and-deployment-support-command-mdsc/
Training,https://www.usff.navy.mil/Organization/Headquarters/Individual-Augmentees/IA-Train-and-Equip/
Early Retirement for Reserves,https://themilitarywallet.com/national-guard-and-reserve-early-retirement-age/
NDAA Early Retirement,https://www.mynavyhr.navy.mil/Career-Management/Reserve-Personnel-Mgmt/NDAA/
Savings Deposit Program,https://militarypay.defense.gov/Benefits/Savings-Deposit-Program/
(eHA),https://eha.health.mil/EHA
Old Link,https://data.nmcphc.med.navy.mil/eha
(eHA),https://eha.health.mil/EHA
Old Link,https://data.nmcphc.med.navy.mil/eha
Yellow Ribbon,https://www.yellowribbon.mil/event-listing?state=eyJkIjpbIjIwMjQtMDktMjVUMDU6MDA6MDAuMDAwWiIsIjIwMjUtMDktMjVUMDU6MDA6MDAuMDAwWiJdLCJwIjoiRyIsImUiOlsiMDg3MzUyNzQtYmExMS00YTAyLTljYmItMjc5NmM2NTQ1ZTY5IiwiZGI0MDRlNTYtMDMzYS00NmU4LTlkODgtM2I1YWJlODcwN2IxIl0sImlDIjp0cnVlLCJpTSI6dHJ1ZSwiaVAiOmZhbHNlLCJsIjp7ImwiOnRydWUsInMiOiJBTCxBSyxBUyxBWixBUixDQSxDTyxDVCxERSxEQyxGTCxHQSxHVSxISSxJRCxJTCxJTixJQSxLUyxLWSxMQSxNRSxNRCxNQSxNSSxNTixVTSxNUyxNTyxNVCxORSxOVixOSCxOSixOTSxOWSxOQyxORCxNUCxPSCxPSyxPUixQQSxQUixSSSxTYWlwYW4sU0MsU0QsVE4sVFgsVkksVVQsVlQsVkEsV0EsV1YsV0ksV1kiLCJjIjoiVVMifSwibSI6IkUiLCJtaSI6bnVsbCwic0QiOlsiMTUiLCIxNCIsIjYiLCIyMiIsIjIiXSwidCI6bnVsbCwicyI6bnVsbH0=
MyEducation,https://myeducation.netc.navy.mil/webta/home.html#nbb
Motorcycle Safety,https://navalsafetycommand.navy.mil/Off-Duty/Motorcycle-Safety/
Mustang Officer,https://en.wikipedia.org/wiki/Mustang_(military_officer)
PSD,https://www.mynavyhr.navy.mil/Support-Services/Pay-Pers-Support/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
References,https://www.mynavyhr.navy.mil/References/
Pay & Benefits,https://www.mynavyhr.navy.mil/References/Pay-Benefits/
myPay,https://mypay.dfas.mil/
mypay.dfas.mil,https://mypay.dfas.mil/
Reserve Pay Advocacy Team (RPAT),https://private.navyreserve.navy.mil/cnrfc/N-Codes/N1/CNRFC_N11/SitePages/Home.aspx
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
Detailing,https://www.mynavyhr.navy.mil/Career-Management/Detailing/
MyNavy Assignment,https://www.mynavyhr.navy.mil/Career-Management/Detailing/MyNavy-Assignment/
MyNavy Assignment (MNA),https://mynavyassignment.dc3n.navy.mil/
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Support & Services,https://www.mynavyhr.navy.mil/Support-Services/
MyNavy Career Center,https://www.mynavyhr.navy.mil/Support-Services/MyNavy-Career-Center/
askmncc@navy.mil,mailto:%61%73kmncc@na%76y.mil
MNCC Chat,https://my.navy.mil
MyNavy Education,https://myeducation.netc.navy.mil/webta/home.html#nbb
Tuition Assistance (TA),https://www.navycollege.navy.mil/commands/tuition-assistance
MyNavy HR,https://www.mynavyhr.navy.mil/
Sailor to Sailor,https://www.mynavyhr.navy.mil/Media-Center/Publications/Sailor-to-Sailor/
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
STATUS,https://my.navy.mil/
MNP Help Desk,https://nesd-dwp.onbmc.mil/
My Navy Portal (MNP) Quick Tour,https://my.navy.mil/files/MNP%20Quick%20Tour.pdf
STATUS,https://my.navy.mil/
My Navy Portal,https://my.navy.mil/
CAC MNP,https://mnp.navy.mil/
myPay,https://mypay.dfas.mil/#/
Navy Reserve Homeport,https://nrh.navyreserve.navy.mil/
DD,https://www.archives.gov/veterans/military-service-records/
DD-214 Online,https://www.archives.gov/veterans/military-service-records/
ALNAVRESFOR 025/20,https://web.archive.org/web/20240613071030/https://www.navyreserve.navy.mil/Portals/35/Documents/ALNAVRESFOR%202020/2020%20ALNAVRESFOR%20025%20NAVY%20RESERVE%20FIGHTING%20INSTRUCTIONS%202020.pdf
Navy Reserve Battle Orders 2032,https://web.archive.org/web/20240613071030/https://www.navyreserve.navy.mil/Portals/35/Graphics/Battle%20Order%20Plan%202032-V35.pdf
"National Strategies: Security, Defense, and Military",https://web.archive.org/web/20240613071030/https://www.dau.edu/acquipedia-article/national-strategies-security-defense-and-military
Digital Workplace DON IT West Brief,https://www.navwar.navy.mil/wp-content/uploads/2022/02/Digital-Workplace_DON-IT-West-Brief_02162022_FINAL.pdf
Favorites won’t move over,https://flankspeed.sharepoint-mil.us.mcas-gov.us/:w:/s/NAVWAR_PEO_DIGITAL_Azure_Virtual_Desktop/EVXfWcLCHAJLuKGOs-_Km_MBKEq8a0bhP1-YGslVuTnXRg?e=2Hh9I5
AVD Onboarding Guide,https://web.archive.org/web/20230602143944/https://flankspeed.sharepoint-mil.us.mcas-gov.us/sites/NAVWAR_PEO_DIGITAL_Azure_Virtual_Desktop/SitePages/Before-You-Begin.aspx
Nautilus Virtual Desktop Portal,https://flankspeed.sharepoint-mil.us/sites/NAVWAR_PEO_DIGITAL_Azure_Virtual_Desktop/Shared%20Documents/Forms/AllItems.aspx?CT=1678725585337&OR=OWA%2DNT&CID=8eaf9451%2Dc3df%2Dd761%2Dc05d%2Dd615436a5d22
Navy Personnel Command,https://www.mynavyhr.navy.mil/Navy-Personnel-Command/
References,https://www.mynavyhr.navy.mil/References/
Messages,https://www.mynavyhr.navy.mil/References/Messages/
ALNAV,https://www.mynavyhr.navy.mil/References/Messages/
NAVADMIN,https://www.mynavyhr.navy.mil/References/Messages/
Naval Air Systems Command,https://www.navair.navy.mil/
NAVAIR,https://www.navair.navy.mil/
Fixed Wing,https://www.navair.navy.mil/ProductContent?field_related_products_target_id=fixed%20wing
Rotorcraft,https://www.navair.navy.mil/ProductContent?field_related_products_target_id=rotorcraft
Weapons,https://www.navair.navy.mil/ProductContent?field_related_products_target_id=weapons
Unmanned,https://www.navair.navy.mil/ProductContent?field_related_products_target_id=unmanned
Aviation Systems,https://www.navair.navy.mil/ProductContent?field_related_products_target_id=systems
Naval Air Technical Data and Engineering Services Command,https://mynatec.navair.navy.mil/
NATEC,https://mynatec.navair.navy.mil/
Naval Facilities Engineering Systems Command,https://www.navfac.navy.mil/
NAVFAC,https://www.navfac.navy.mil/
Naval Information Warfare Systems Command,https://www.navwar.navy.mil/
NAVWARSYSCOM,https://www.navwar.navy.mil/
NETCINST 5450.26,https://www.netc.navy.mil/Portals/46/NETC/inst/545026.pdf?ver=WZ1BS2C84u8BKyHTr8rp9w%3d%3d
Naval Safety Command (NAVSAFECOM),https://navalsafetycommand.navy.mil/
Naval Sea Systems Command,https://www.navsea.navy.mil/
NAVSEA,https://www.navsea.navy.mil/
Naval Supply Systems Command,https://www.navsup.navy.mil/
NAVSUP,https://www.navsup.navy.mil/
NavalX,https://www.secnav.navy.mil/agility/Pages/newhome.aspx
Naval Safety Command,https://navalsafetycommand.navy.mil/
Navy App Locker,https://www.applocker.navy.mil/#!/apps
Navy College Program,https://www.navycollege.navy.mil/
Tuition Assistance (TA),https://www.navycollege.navy.mil/commands/tuition-assistance
MyNavy Education,https://myeducation.netc.navy.mil/webta/home.html#nbb
Navy Credentialing Opportunities Online (COOL),https://www.cool.osd.mil/usn/index.html
Navy COOL,https://www.applocker.navy.mil/#!/apps/91C985A3-F44A-4679-A74D-34E2E58E4A7C
MilGears,https://milgears.osd.mil/
Learning and Development Roadmap (LaDR),https://www.cool.osd.mil/usn/all_ladrs.html
navycool@us.navy.mil,mailto:n%61vy%63oo%6C@us.navy.mil
"Navy Core Values of Honor, Courage, and Commitment","https://www.secnav.navy.mil/Ethics/Pages/corevaluescharter.aspx#:~:text=As%20in%20our%20past%2C%20we,continue%20to%20guide%20us%20today."
Navy Personnel Command,https://www.mynavyhr.navy.mil/
Career Management,https://www.mynavyhr.navy.mil/Career-Management/
